# spec/derived/appendix-a.tsv
#
# Generated by `cargo run -p xtask -- derive`. Do not edit. `derive --check`
# fails when rereading the snapshot would change a byte, and a hand edit is a bug
# even when it is correct, because the next revision of the specification will
# not carry it forward (ADR 0009).
#
# Every row of every Appendix A table, in document order: the class that lists the key, the key, and the Remarks cell in both locales.
#
# Source: spec/snapshot/index.html
# Source SHA-256: cfb1def5bf1594d59080a26d8d03c2670bb3116490ab57ef6e131b166a7c832f
# Reader: xtask/src/classes.rs, xtask/src/derive.rs
# Reader SHA-256: ad771cad8de6bae9311db70920802ac43ce400a771a380b386503eb1fa346fcd

class	key	remark-en	remark-ja
cl-27	00AB	proportionally-spaced	プロポーショナル
cl-27	00AC	proportionally-spaced	プロポーショナル
cl-27	00AD	proportionally-spaced	プロポーショナル
cl-27	00AE	proportionally-spaced	プロポーショナル
cl-27	00AF	proportionally-spaced	プロポーショナル
cl-27	00B0	proportionally-spaced	プロポーショナル
cl-27	00B1	proportionally-spaced	プロポーショナル
cl-27	00B2	proportionally-spaced	プロポーショナル
cl-27	00B3	proportionally-spaced	プロポーショナル
cl-27	00B4	proportionally-spaced	プロポーショナル
cl-27	00B6	proportionally-spaced	プロポーショナル
cl-27	00B7	proportionally-spaced	プロポーショナル
cl-27	00B8	proportionally-spaced	プロポーショナル
cl-27	00B9	proportionally-spaced	プロポーショナル
cl-27	00BA	proportionally-spaced	プロポーショナル
cl-27	00BB	proportionally-spaced	プロポーショナル
cl-27	00BC	proportionally-spaced	プロポーショナル
cl-27	00BD	proportionally-spaced	プロポーショナル
cl-27	00BE	proportionally-spaced	プロポーショナル
cl-27	00BF	proportionally-spaced	プロポーショナル
cl-27	00C0	proportionally-spaced	プロポーショナル
cl-27	00C1	proportionally-spaced	プロポーショナル
cl-27	00C2	proportionally-spaced	プロポーショナル
cl-27	00C3	proportionally-spaced	プロポーショナル
cl-27	00C4	proportionally-spaced	プロポーショナル
cl-27	00C5	proportionally-spaced	プロポーショナル
cl-27	00C6	proportionally-spaced	プロポーショナル
cl-27	00C7	proportionally-spaced	プロポーショナル
cl-27	00C8	proportionally-spaced	プロポーショナル
cl-27	00C9	proportionally-spaced	プロポーショナル
cl-27	00CA	proportionally-spaced	プロポーショナル
cl-27	00CB	proportionally-spaced	プロポーショナル
cl-27	00CC	proportionally-spaced	プロポーショナル
cl-27	00CD	proportionally-spaced	プロポーショナル
cl-27	00CE	proportionally-spaced	プロポーショナル
cl-27	00CF	proportionally-spaced	プロポーショナル
cl-27	00D0	proportionally-spaced	プロポーショナル
cl-27	00D1	proportionally-spaced	プロポーショナル
cl-27	00D2	proportionally-spaced	プロポーショナル
cl-27	00D3	proportionally-spaced	プロポーショナル
cl-27	00D4	proportionally-spaced	プロポーショナル
cl-27	00D5	proportionally-spaced	プロポーショナル
cl-27	00D6	proportionally-spaced	プロポーショナル
cl-27	00D7	proportionally-spaced	プロポーショナル
cl-27	00D8	proportionally-spaced	プロポーショナル
cl-27	00D9	proportionally-spaced	プロポーショナル
cl-27	00DA	proportionally-spaced	プロポーショナル
cl-27	00DB	proportionally-spaced	プロポーショナル
cl-27	00DC	proportionally-spaced	プロポーショナル
cl-27	00DD	proportionally-spaced	プロポーショナル
cl-27	00DE	proportionally-spaced	プロポーショナル
cl-27	00DF	proportionally-spaced	プロポーショナル
cl-27	00E0	proportionally-spaced	プロポーショナル
cl-27	00E1	proportionally-spaced	プロポーショナル
cl-27	00E2	proportionally-spaced	プロポーショナル
cl-27	00E3	proportionally-spaced	プロポーショナル
cl-27	00E4	proportionally-spaced	プロポーショナル
cl-27	00E5	proportionally-spaced	プロポーショナル
cl-27	00E6	proportionally-spaced	プロポーショナル
cl-27	00E6 0300	proportionally-spaced	プロポーショナル
cl-27	00E7	proportionally-spaced	プロポーショナル
cl-27	00E8	proportionally-spaced	プロポーショナル
cl-27	00E9	proportionally-spaced	プロポーショナル
cl-27	00EA	proportionally-spaced	プロポーショナル
cl-27	00EB	proportionally-spaced	プロポーショナル
cl-27	00EC	proportionally-spaced	プロポーショナル
cl-27	00ED	proportionally-spaced	プロポーショナル
cl-27	00EE	proportionally-spaced	プロポーショナル
cl-27	00EF	proportionally-spaced	プロポーショナル
cl-27	00F0	proportionally-spaced	プロポーショナル
cl-27	00F1	proportionally-spaced	プロポーショナル
cl-27	00F2	proportionally-spaced	プロポーショナル
cl-27	00F3	proportionally-spaced	プロポーショナル
cl-27	00F4	proportionally-spaced	プロポーショナル
cl-27	00F5	proportionally-spaced	プロポーショナル
cl-27	00F6	proportionally-spaced	プロポーショナル
cl-27	00F7	proportionally-spaced	プロポーショナル
cl-27	00F8	proportionally-spaced	プロポーショナル
cl-27	00F9	proportionally-spaced	プロポーショナル
cl-27	00FA	proportionally-spaced	プロポーショナル
cl-27	00FB	proportionally-spaced	プロポーショナル
cl-27	00FC	proportionally-spaced	プロポーショナル
cl-27	00FD	proportionally-spaced	プロポーショナル
cl-27	00FE	proportionally-spaced	プロポーショナル
cl-27	00FF	proportionally-spaced	プロポーショナル
cl-27	0100	proportionally-spaced	プロポーショナル
cl-27	0101	proportionally-spaced	プロポーショナル
cl-27	0102	proportionally-spaced	プロポーショナル
cl-27	0103	proportionally-spaced	プロポーショナル
cl-27	0104	proportionally-spaced	プロポーショナル
cl-27	0105	proportionally-spaced	プロポーショナル
cl-27	0106	proportionally-spaced	プロポーショナル
cl-27	0107	proportionally-spaced	プロポーショナル
cl-27	0108	proportionally-spaced	プロポーショナル
cl-27	0109	proportionally-spaced	プロポーショナル
cl-27	010C	proportionally-spaced	プロポーショナル
cl-27	010D	proportionally-spaced	プロポーショナル
cl-27	010E	proportionally-spaced	プロポーショナル
cl-27	010F	proportionally-spaced	プロポーショナル
cl-27	0111	proportionally-spaced	プロポーショナル
cl-27	0112	proportionally-spaced	プロポーショナル
cl-27	0113	proportionally-spaced	プロポーショナル
cl-27	0118	proportionally-spaced	プロポーショナル
cl-27	0119	proportionally-spaced	プロポーショナル
cl-27	011A	proportionally-spaced	プロポーショナル
cl-27	011B	proportionally-spaced	プロポーショナル
cl-27	011C	proportionally-spaced	プロポーショナル
cl-27	011D	proportionally-spaced	プロポーショナル
cl-27	0124	proportionally-spaced	プロポーショナル
cl-27	0125	proportionally-spaced	プロポーショナル
cl-27	0127	proportionally-spaced	プロポーショナル
cl-27	012A	proportionally-spaced	プロポーショナル
cl-27	012B	proportionally-spaced	プロポーショナル
cl-27	0134	proportionally-spaced	プロポーショナル
cl-27	0135	proportionally-spaced	プロポーショナル
cl-27	0139	proportionally-spaced	プロポーショナル
cl-27	013A	proportionally-spaced	プロポーショナル
cl-27	013D	proportionally-spaced	プロポーショナル
cl-27	013E	proportionally-spaced	プロポーショナル
cl-27	0141	proportionally-spaced	プロポーショナル
cl-27	0142	proportionally-spaced	プロポーショナル
cl-27	0143	proportionally-spaced	プロポーショナル
cl-27	0144	proportionally-spaced	プロポーショナル
cl-27	0147	proportionally-spaced	プロポーショナル
cl-27	0148	proportionally-spaced	プロポーショナル
cl-27	014B	proportionally-spaced	プロポーショナル
cl-27	014C	proportionally-spaced	プロポーショナル
cl-27	014D	proportionally-spaced	プロポーショナル
cl-27	0150	proportionally-spaced	プロポーショナル
cl-27	0151	proportionally-spaced	プロポーショナル
cl-27	0152	proportionally-spaced	プロポーショナル
cl-27	0153	proportionally-spaced	プロポーショナル
cl-27	0154	proportionally-spaced	プロポーショナル
cl-27	0155	proportionally-spaced	プロポーショナル
cl-27	0158	proportionally-spaced	プロポーショナル
cl-27	0159	proportionally-spaced	プロポーショナル
cl-27	015A	proportionally-spaced	プロポーショナル
cl-27	015B	proportionally-spaced	プロポーショナル
cl-27	015C	proportionally-spaced	プロポーショナル
cl-27	015D	proportionally-spaced	プロポーショナル
cl-27	015E	proportionally-spaced	プロポーショナル
cl-27	015F	proportionally-spaced	プロポーショナル
cl-27	0160	proportionally-spaced	プロポーショナル
cl-27	0161	proportionally-spaced	プロポーショナル
cl-27	0162	proportionally-spaced	プロポーショナル
cl-27	0163	proportionally-spaced	プロポーショナル
cl-27	0164	proportionally-spaced	プロポーショナル
cl-27	0165	proportionally-spaced	プロポーショナル
cl-27	016A	proportionally-spaced	プロポーショナル
cl-27	016B	proportionally-spaced	プロポーショナル
cl-27	016C	proportionally-spaced	プロポーショナル
cl-27	016D	proportionally-spaced	プロポーショナル
cl-27	016E	proportionally-spaced	プロポーショナル
cl-27	016F	proportionally-spaced	プロポーショナル
cl-27	0170	proportionally-spaced	プロポーショナル
cl-27	0171	proportionally-spaced	プロポーショナル
cl-27	0179	proportionally-spaced	プロポーショナル
cl-27	017A	proportionally-spaced	プロポーショナル
cl-27	017B	proportionally-spaced	プロポーショナル
cl-27	017C	proportionally-spaced	プロポーショナル
cl-27	017D	proportionally-spaced	プロポーショナル
cl-27	017E	proportionally-spaced	プロポーショナル
cl-27	0193	proportionally-spaced	プロポーショナル
cl-27	01C2	proportionally-spaced	プロポーショナル
cl-27	01CD	proportionally-spaced	プロポーショナル
cl-27	01CE	proportionally-spaced	プロポーショナル
cl-27	01D0	proportionally-spaced	プロポーショナル
cl-27	01D1	proportionally-spaced	プロポーショナル
cl-27	01D2	proportionally-spaced	プロポーショナル
cl-27	01D4	proportionally-spaced	プロポーショナル
cl-27	01D6	proportionally-spaced	プロポーショナル
cl-27	01D8	proportionally-spaced	プロポーショナル
cl-27	01DA	proportionally-spaced	プロポーショナル
cl-27	01DC	proportionally-spaced	プロポーショナル
cl-27	01F8	proportionally-spaced	プロポーショナル
cl-27	01F9	proportionally-spaced	プロポーショナル
cl-27	01FD	proportionally-spaced	プロポーショナル
cl-27	0250	proportionally-spaced	プロポーショナル
cl-27	0251	proportionally-spaced	プロポーショナル
cl-27	0252	proportionally-spaced	プロポーショナル
cl-27	0253	proportionally-spaced	プロポーショナル
cl-27	0254	proportionally-spaced	プロポーショナル
cl-27	0254 0300	proportionally-spaced	プロポーショナル
cl-27	0254 0301	proportionally-spaced	プロポーショナル
cl-27	0255	proportionally-spaced	プロポーショナル
cl-27	0256	proportionally-spaced	プロポーショナル
cl-27	0257	proportionally-spaced	プロポーショナル
cl-27	0258	proportionally-spaced	プロポーショナル
cl-27	0259	proportionally-spaced	プロポーショナル
cl-27	0259 0300	proportionally-spaced	プロポーショナル
cl-27	0259 0301	proportionally-spaced	プロポーショナル
cl-27	025A	proportionally-spaced	プロポーショナル
cl-27	025A 0300	proportionally-spaced	プロポーショナル
cl-27	025A 0301	proportionally-spaced	プロポーショナル
cl-27	025C	proportionally-spaced	プロポーショナル
cl-27	025E	proportionally-spaced	プロポーショナル
cl-27	025F	proportionally-spaced	プロポーショナル
cl-27	0260	proportionally-spaced	プロポーショナル
cl-27	0261	proportionally-spaced	プロポーショナル
cl-27	0264	proportionally-spaced	プロポーショナル
cl-27	0265	proportionally-spaced	プロポーショナル
cl-27	0266	proportionally-spaced	プロポーショナル
cl-27	0267	proportionally-spaced	プロポーショナル
cl-27	0268	proportionally-spaced	プロポーショナル
cl-27	026C	proportionally-spaced	プロポーショナル
cl-27	026D	proportionally-spaced	プロポーショナル
cl-27	026E	proportionally-spaced	プロポーショナル
cl-27	026F	proportionally-spaced	プロポーショナル
cl-27	0270	proportionally-spaced	プロポーショナル
cl-27	0271	proportionally-spaced	プロポーショナル
cl-27	0272	proportionally-spaced	プロポーショナル
cl-27	0273	proportionally-spaced	プロポーショナル
cl-27	0275	proportionally-spaced	プロポーショナル
cl-27	0279	proportionally-spaced	プロポーショナル
cl-27	027A	proportionally-spaced	プロポーショナル
cl-27	027B	proportionally-spaced	プロポーショナル
cl-27	027D	proportionally-spaced	プロポーショナル
cl-27	027E	proportionally-spaced	プロポーショナル
cl-27	0281	proportionally-spaced	プロポーショナル
cl-27	0282	proportionally-spaced	プロポーショナル
cl-27	0283	proportionally-spaced	プロポーショナル
cl-27	0284	proportionally-spaced	プロポーショナル
cl-27	0288	proportionally-spaced	プロポーショナル
cl-27	0289	proportionally-spaced	プロポーショナル
cl-27	028A	proportionally-spaced	プロポーショナル
cl-27	028B	proportionally-spaced	プロポーショナル
cl-27	028C	proportionally-spaced	プロポーショナル
cl-27	028C 0300	proportionally-spaced	プロポーショナル
cl-27	028C 0301	proportionally-spaced	プロポーショナル
cl-27	028D	proportionally-spaced	プロポーショナル
cl-27	028E	proportionally-spaced	プロポーショナル
cl-27	0290	proportionally-spaced	プロポーショナル
cl-27	0291	proportionally-spaced	プロポーショナル
cl-27	0292	proportionally-spaced	プロポーショナル
cl-27	0294	proportionally-spaced	プロポーショナル
cl-27	0295	proportionally-spaced	プロポーショナル
cl-27	0298	proportionally-spaced	プロポーショナル
cl-27	029D	proportionally-spaced	プロポーショナル
cl-27	02A1	proportionally-spaced	プロポーショナル
cl-27	02A2	proportionally-spaced	プロポーショナル
cl-27	02C7	proportionally-spaced	プロポーショナル
cl-27	02C8	proportionally-spaced	プロポーショナル
cl-27	02CC	proportionally-spaced	プロポーショナル
cl-27	02D0	proportionally-spaced	プロポーショナル
cl-27	02D1	proportionally-spaced	プロポーショナル
cl-27	02D8	proportionally-spaced	プロポーショナル
cl-27	02D9	proportionally-spaced	プロポーショナル
cl-27	02DB	proportionally-spaced	プロポーショナル
cl-27	02DD	proportionally-spaced	プロポーショナル
cl-27	02DE	proportionally-spaced	プロポーショナル
cl-27	02E5	proportionally-spaced	プロポーショナル
cl-27	02E5 02E9	proportionally-spaced	プロポーショナル
cl-27	02E6	proportionally-spaced	プロポーショナル
cl-27	02E7	proportionally-spaced	プロポーショナル
cl-27	02E8	proportionally-spaced	プロポーショナル
cl-27	02E9	proportionally-spaced	プロポーショナル
cl-27	02E9 02E5	proportionally-spaced	プロポーショナル
cl-27	0300	proportionally-spaced	プロポーショナル
cl-27	0301	proportionally-spaced	プロポーショナル
cl-27	0302	proportionally-spaced	プロポーショナル
cl-27	0303	proportionally-spaced	プロポーショナル
cl-27	0304	proportionally-spaced	プロポーショナル
cl-27	0306	proportionally-spaced	プロポーショナル
cl-27	0308	proportionally-spaced	プロポーショナル
cl-27	030B	proportionally-spaced	プロポーショナル
cl-27	030C	proportionally-spaced	プロポーショナル
cl-27	030F	proportionally-spaced	プロポーショナル
cl-27	0318	proportionally-spaced	プロポーショナル
cl-27	0319	proportionally-spaced	プロポーショナル
cl-27	031A	proportionally-spaced	プロポーショナル
cl-27	031C	proportionally-spaced	プロポーショナル
cl-27	031D	proportionally-spaced	プロポーショナル
cl-27	031E	proportionally-spaced	プロポーショナル
cl-27	031F	proportionally-spaced	プロポーショナル
cl-27	0320	proportionally-spaced	プロポーショナル
cl-27	0324	proportionally-spaced	プロポーショナル
cl-27	0325	proportionally-spaced	プロポーショナル
cl-27	0329	proportionally-spaced	プロポーショナル
cl-27	032A	proportionally-spaced	プロポーショナル
cl-27	032C	proportionally-spaced	プロポーショナル
cl-27	032F	proportionally-spaced	プロポーショナル
cl-27	0330	proportionally-spaced	プロポーショナル
cl-27	0334	proportionally-spaced	プロポーショナル
cl-27	0339	proportionally-spaced	プロポーショナル
cl-27	033A	proportionally-spaced	プロポーショナル
cl-27	033B	proportionally-spaced	プロポーショナル
cl-27	033C	proportionally-spaced	プロポーショナル
cl-27	033D	proportionally-spaced	プロポーショナル
cl-27	0361	proportionally-spaced	プロポーショナル
cl-27	0391	proportionally-spaced	プロポーショナル
cl-27	0392	proportionally-spaced	プロポーショナル
cl-27	0393	proportionally-spaced	プロポーショナル
cl-27	0394	proportionally-spaced	プロポーショナル
cl-27	0395	proportionally-spaced	プロポーショナル
cl-27	0396	proportionally-spaced	プロポーショナル
cl-27	0397	proportionally-spaced	プロポーショナル
cl-27	0398	proportionally-spaced	プロポーショナル
cl-27	0399	proportionally-spaced	プロポーショナル
cl-27	039A	proportionally-spaced	プロポーショナル
cl-27	039B	proportionally-spaced	プロポーショナル
cl-27	039C	proportionally-spaced	プロポーショナル
cl-27	039D	proportionally-spaced	プロポーショナル
cl-27	039E	proportionally-spaced	プロポーショナル
cl-27	039F	proportionally-spaced	プロポーショナル
cl-27	03A0	proportionally-spaced	プロポーショナル
cl-27	03A1	proportionally-spaced	プロポーショナル
cl-27	03A3	proportionally-spaced	プロポーショナル
cl-27	03A4	proportionally-spaced	プロポーショナル
cl-27	03A5	proportionally-spaced	プロポーショナル
cl-27	03A6	proportionally-spaced	プロポーショナル
cl-27	03A7	proportionally-spaced	プロポーショナル
cl-27	03A8	proportionally-spaced	プロポーショナル
cl-27	03A9	proportionally-spaced	プロポーショナル
cl-27	03B1	proportionally-spaced	プロポーショナル
cl-27	03B2	proportionally-spaced	プロポーショナル
cl-27	03B3	proportionally-spaced	プロポーショナル
cl-27	03B4	proportionally-spaced	プロポーショナル
cl-27	03B5	proportionally-spaced	プロポーショナル
cl-27	03B6	proportionally-spaced	プロポーショナル
cl-27	03B7	proportionally-spaced	プロポーショナル
cl-27	03B8	proportionally-spaced	プロポーショナル
cl-27	03B9	proportionally-spaced	プロポーショナル
cl-27	03BA	proportionally-spaced	プロポーショナル
cl-27	03BB	proportionally-spaced	プロポーショナル
cl-27	03BC	proportionally-spaced	プロポーショナル
cl-27	03BD	proportionally-spaced	プロポーショナル
cl-27	03BE	proportionally-spaced	プロポーショナル
cl-27	03BF	proportionally-spaced	プロポーショナル
cl-27	03C0	proportionally-spaced	プロポーショナル
cl-27	03C1	proportionally-spaced	プロポーショナル
cl-27	03C2	proportionally-spaced	プロポーショナル
cl-27	03C3	proportionally-spaced	プロポーショナル
cl-27	03C4	proportionally-spaced	プロポーショナル
cl-27	03C5	proportionally-spaced	プロポーショナル
cl-27	03C6	proportionally-spaced	プロポーショナル
cl-27	03C7	proportionally-spaced	プロポーショナル
cl-27	03C8	proportionally-spaced	プロポーショナル
cl-27	03C9	proportionally-spaced	プロポーショナル
cl-27	0401	proportionally-spaced	プロポーショナル
cl-27	0410	proportionally-spaced	プロポーショナル
cl-27	0411	proportionally-spaced	プロポーショナル
cl-27	0412	proportionally-spaced	プロポーショナル
cl-27	0413	proportionally-spaced	プロポーショナル
cl-27	0414	proportionally-spaced	プロポーショナル
cl-27	0415	proportionally-spaced	プロポーショナル
cl-27	0416	proportionally-spaced	プロポーショナル
cl-27	0417	proportionally-spaced	プロポーショナル
cl-27	0418	proportionally-spaced	プロポーショナル
cl-27	0419	proportionally-spaced	プロポーショナル
cl-27	041A	proportionally-spaced	プロポーショナル
cl-27	041B	proportionally-spaced	プロポーショナル
cl-27	041C	proportionally-spaced	プロポーショナル
cl-27	041D	proportionally-spaced	プロポーショナル
cl-27	041E	proportionally-spaced	プロポーショナル
cl-27	041F	proportionally-spaced	プロポーショナル
cl-27	0420	proportionally-spaced	プロポーショナル
cl-27	0421	proportionally-spaced	プロポーショナル
cl-27	0422	proportionally-spaced	プロポーショナル
cl-27	0423	proportionally-spaced	プロポーショナル
cl-27	0424	proportionally-spaced	プロポーショナル
cl-27	0425	proportionally-spaced	プロポーショナル
cl-27	0426	proportionally-spaced	プロポーショナル
cl-27	0427	proportionally-spaced	プロポーショナル
cl-27	0428	proportionally-spaced	プロポーショナル
cl-27	0429	proportionally-spaced	プロポーショナル
cl-27	042A	proportionally-spaced	プロポーショナル
cl-27	042B	proportionally-spaced	プロポーショナル
cl-27	042C	proportionally-spaced	プロポーショナル
cl-27	042D	proportionally-spaced	プロポーショナル
cl-27	042E	proportionally-spaced	プロポーショナル
cl-27	042F	proportionally-spaced	プロポーショナル
cl-27	0430	proportionally-spaced	プロポーショナル
cl-27	0431	proportionally-spaced	プロポーショナル
cl-27	0432	proportionally-spaced	プロポーショナル
cl-27	0433	proportionally-spaced	プロポーショナル
cl-27	0434	proportionally-spaced	プロポーショナル
cl-27	0435	proportionally-spaced	プロポーショナル
cl-27	0436	proportionally-spaced	プロポーショナル
cl-27	0437	proportionally-spaced	プロポーショナル
cl-27	0438	proportionally-spaced	プロポーショナル
cl-27	0439	proportionally-spaced	プロポーショナル
cl-27	043A	proportionally-spaced	プロポーショナル
cl-27	043B	proportionally-spaced	プロポーショナル
cl-27	043C	proportionally-spaced	プロポーショナル
cl-27	043D	proportionally-spaced	プロポーショナル
cl-27	043E	proportionally-spaced	プロポーショナル
cl-27	043F	proportionally-spaced	プロポーショナル
cl-27	0440	proportionally-spaced	プロポーショナル
cl-27	0441	proportionally-spaced	プロポーショナル
cl-27	0442	proportionally-spaced	プロポーショナル
cl-27	0443	proportionally-spaced	プロポーショナル
cl-27	0444	proportionally-spaced	プロポーショナル
cl-27	0445	proportionally-spaced	プロポーショナル
cl-27	0446	proportionally-spaced	プロポーショナル
cl-27	0447	proportionally-spaced	プロポーショナル
cl-27	0448	proportionally-spaced	プロポーショナル
cl-27	0449	proportionally-spaced	プロポーショナル
cl-27	044A	proportionally-spaced	プロポーショナル
cl-27	044B	proportionally-spaced	プロポーショナル
cl-27	044C	proportionally-spaced	プロポーショナル
cl-27	044D	proportionally-spaced	プロポーショナル
cl-27	044E	proportionally-spaced	プロポーショナル
cl-27	044F	proportionally-spaced	プロポーショナル
cl-27	0451	proportionally-spaced	プロポーショナル
cl-27	1E3E	proportionally-spaced	プロポーショナル
cl-27	1E3F	proportionally-spaced	プロポーショナル
cl-27	1F70	proportionally-spaced	プロポーショナル
cl-27	1F71	proportionally-spaced	プロポーショナル
cl-27	1F72	proportionally-spaced	プロポーショナル
cl-27	1F73	proportionally-spaced	プロポーショナル
cl-27	2010	proportionally-spaced	プロポーショナル
cl-27	2013	proportionally-spaced	プロポーショナル
cl-27	2014	proportionally-spaced	プロポーショナル
cl-27	2016	proportionally-spaced	プロポーショナル
cl-27	2018	proportionally-spaced	プロポーショナル
cl-27	2019	proportionally-spaced	プロポーショナル
cl-27	201C	proportionally-spaced	プロポーショナル
cl-27	201D	proportionally-spaced	プロポーショナル
cl-27	2020	proportionally-spaced	プロポーショナル
cl-27	2021	proportionally-spaced	プロポーショナル
cl-27	2022	proportionally-spaced	プロポーショナル
cl-27	2025	proportionally-spaced	プロポーショナル
cl-27	2026	proportionally-spaced	プロポーショナル
cl-27	2030	proportionally-spaced	プロポーショナル
cl-27	2032	proportionally-spaced	プロポーショナル
cl-27	2033	proportionally-spaced	プロポーショナル
cl-27	203E	proportionally-spaced	プロポーショナル
cl-27	203F	proportionally-spaced	プロポーショナル
cl-27	2042	proportionally-spaced	プロポーショナル
cl-27	2051	proportionally-spaced	プロポーショナル
cl-27	20AC	proportionally-spaced	プロポーショナル
cl-27	210F	proportionally-spaced	プロポーショナル
cl-27	2127	proportionally-spaced	プロポーショナル
cl-27	212B	proportionally-spaced	プロポーショナル
cl-27	2135	proportionally-spaced	プロポーショナル
cl-27	2153	proportionally-spaced	プロポーショナル
cl-27	2154	proportionally-spaced	プロポーショナル
cl-27	2155	proportionally-spaced	プロポーショナル
cl-27	2190	proportionally-spaced	プロポーショナル
cl-27	2191	proportionally-spaced	プロポーショナル
cl-27	2192	proportionally-spaced	プロポーショナル
cl-27	2193	proportionally-spaced	プロポーショナル
cl-27	2194	proportionally-spaced	プロポーショナル
cl-27	2196	proportionally-spaced	プロポーショナル
cl-27	2197	proportionally-spaced	プロポーショナル
cl-27	2198	proportionally-spaced	プロポーショナル
cl-27	2199	proportionally-spaced	プロポーショナル
cl-27	21C4	proportionally-spaced	プロポーショナル
cl-27	21D2	proportionally-spaced	プロポーショナル
cl-27	21D4	proportionally-spaced	プロポーショナル
cl-27	21E6	proportionally-spaced	プロポーショナル
cl-27	21E7	proportionally-spaced	プロポーショナル
cl-27	21E8	proportionally-spaced	プロポーショナル
cl-27	21E9	proportionally-spaced	プロポーショナル
cl-27	2200	proportionally-spaced	プロポーショナル
cl-27	2202	proportionally-spaced	プロポーショナル
cl-27	2203	proportionally-spaced	プロポーショナル
cl-27	2205	proportionally-spaced	プロポーショナル
cl-27	2207	proportionally-spaced	プロポーショナル
cl-27	2208	proportionally-spaced	プロポーショナル
cl-27	2209	proportionally-spaced	プロポーショナル
cl-27	220B	proportionally-spaced	プロポーショナル
cl-27	2212	proportionally-spaced	プロポーショナル
cl-27	2213	proportionally-spaced	プロポーショナル
cl-27	221A	proportionally-spaced	プロポーショナル
cl-27	221D	proportionally-spaced	プロポーショナル
cl-27	221E	proportionally-spaced	プロポーショナル
cl-27	221F	proportionally-spaced	プロポーショナル
cl-27	2220	proportionally-spaced	プロポーショナル
cl-27	2225	proportionally-spaced	プロポーショナル
cl-27	2226	proportionally-spaced	プロポーショナル
cl-27	2227	proportionally-spaced	プロポーショナル
cl-27	2228	proportionally-spaced	プロポーショナル
cl-27	2229	proportionally-spaced	プロポーショナル
cl-27	222A	proportionally-spaced	プロポーショナル
cl-27	222B	proportionally-spaced	プロポーショナル
cl-27	222C	proportionally-spaced	プロポーショナル
cl-27	222E	proportionally-spaced	プロポーショナル
cl-27	2234	proportionally-spaced	プロポーショナル
cl-27	2235	proportionally-spaced	プロポーショナル
cl-27	223D	proportionally-spaced	プロポーショナル
cl-27	2243	proportionally-spaced	プロポーショナル
cl-27	2245	proportionally-spaced	プロポーショナル
cl-27	2248	proportionally-spaced	プロポーショナル
cl-27	2252	proportionally-spaced	プロポーショナル
cl-27	2260	proportionally-spaced	プロポーショナル
cl-27	2261	proportionally-spaced	プロポーショナル
cl-27	2262	proportionally-spaced	プロポーショナル
cl-27	2266	proportionally-spaced	プロポーショナル
cl-27	2267	proportionally-spaced	プロポーショナル
cl-27	226A	proportionally-spaced	プロポーショナル
cl-27	226B	proportionally-spaced	プロポーショナル
cl-27	2276	proportionally-spaced	プロポーショナル
cl-27	2277	proportionally-spaced	プロポーショナル
cl-27	2282	proportionally-spaced	プロポーショナル
cl-27	2283	proportionally-spaced	プロポーショナル
cl-27	2284	proportionally-spaced	プロポーショナル
cl-27	2285	proportionally-spaced	プロポーショナル
cl-27	2286	proportionally-spaced	プロポーショナル
cl-27	2287	proportionally-spaced	プロポーショナル
cl-27	228A	proportionally-spaced	プロポーショナル
cl-27	228B	proportionally-spaced	プロポーショナル
cl-27	2295	proportionally-spaced	プロポーショナル
cl-27	2296	proportionally-spaced	プロポーショナル
cl-27	2297	proportionally-spaced	プロポーショナル
cl-27	22A5	proportionally-spaced	プロポーショナル
cl-27	22DA	proportionally-spaced	プロポーショナル
cl-27	22DB	proportionally-spaced	プロポーショナル
cl-27	2305	proportionally-spaced	プロポーショナル
cl-27	2306	proportionally-spaced	プロポーショナル
cl-27	2312	proportionally-spaced	プロポーショナル
cl-27	2318	proportionally-spaced	プロポーショナル
cl-27	23CE	proportionally-spaced	プロポーショナル
cl-27	2423	proportionally-spaced	プロポーショナル
cl-27	2460	proportionally-spaced	プロポーショナル
cl-27	2461	proportionally-spaced	プロポーショナル
cl-27	2462	proportionally-spaced	プロポーショナル
cl-27	2463	proportionally-spaced	プロポーショナル
cl-27	2464	proportionally-spaced	プロポーショナル
cl-27	2465	proportionally-spaced	プロポーショナル
cl-27	2466	proportionally-spaced	プロポーショナル
cl-27	2467	proportionally-spaced	プロポーショナル
cl-27	2468	proportionally-spaced	プロポーショナル
cl-27	2469	proportionally-spaced	プロポーショナル
cl-27	246A	proportionally-spaced	プロポーショナル
cl-27	246B	proportionally-spaced	プロポーショナル
cl-27	246C	proportionally-spaced	プロポーショナル
cl-27	246D	proportionally-spaced	プロポーショナル
cl-27	246E	proportionally-spaced	プロポーショナル
cl-27	246F	proportionally-spaced	プロポーショナル
cl-27	2470	proportionally-spaced	プロポーショナル
cl-27	2471	proportionally-spaced	プロポーショナル
cl-27	2472	proportionally-spaced	プロポーショナル
cl-27	2473	proportionally-spaced	プロポーショナル
cl-27	24D0	proportionally-spaced	プロポーショナル
cl-27	24D1	proportionally-spaced	プロポーショナル
cl-27	24D2	proportionally-spaced	プロポーショナル
cl-27	24D3	proportionally-spaced	プロポーショナル
